call_failure,complains,subs_len,charge_amount,seconds_of_use,freq_of_use,freq_of_sms,distinct_call_nums,tariff_plan,status,age,ageGroup,customer_value,Churn
8,0,10,2,5100,51,223,10,1,2,22,2,1098.04,0
9,0,10,2,2197,30,8,7,1,2,16,2,121.08,1
2,0,37,0,3660,60,0,17,1,2,24,2,167.4,0
0,0,38,0,0,0,0,0,1,2,16,2,0,0
4,0,36,0,1743,49,334,24,1,2,24,2,1583.64,0
4,0,37,0,3488,55,0,35,1,2,29,2,194.865,0
0,0,37,0,1683,47,0,33,1,2,28,2,95.15,0
5,0,37,0,3065,71,7,28,1,2,19,2,153.44,0
0,0,37,0,1650,28,260,18,1,2,22,2,1107.12,0
7,0,36,1,8405,110,119,43,1,2,25,2,816.6,0
1,0,37,0,13063,158,0,44,1,2,24,2,528.84,0
1,0,37,0,3805,72,0,25,1,2,16,2,155.08,0
0,0,37,0,5208,84,0,12,1,2,25,2,238.14,0
3,0,37,0,1528,43,0,17,1,2,27,2,62.84,0
19,0,37,2,14430,214,29,32,1,2,20,2,701.76,0
0,0,37,0,2385,16,458,8,1,2,26,2,1928.04,0
3,0,36,0,14775,171,125,30,1,2,22,2,1235.07,0
0,0,36,0,5790,75,161,26,1,2,25,2,878.6,0
0,0,36,0,165,3,0,11,1,2,25,2,7.56,0
0,0,37,0,0,0,0,0,1,2,27,2,0,0
0,0,36,0,0,69.49568828,0,0,1,2,18,2,0,1
0,0,36,0,6798,116,359,43,1,2,26,2,1926.63,0
1,0,36,0,10755,143,0,47,1,2,20,2,435.92,0
2,0,36,0,6008,64,83,37,1,2,27,2,646.74,0
17,0,32,0,245,36,0,17,1,2,21,2,12.645,1
15,0,35,7,9725,82,0,42,1,2,25,2,245.175,0
7,0,35,0,5108,87,1,24,1,2,16,2,238.275,1
0,0,33,0,2130,11,0,14,1,2,28,2,85.64,0
3,1,34,0,2280,30,0,16,1,2,24,2,103.95,1
3,0,35,0,1558,33,9,31,1,2,19,2,99.64,1
0,0,35,0,0,0,0,0,1,2,19,2,0,1
0,0,35,0,958,14,0,6,1,2,16,2,38.88,0
0,0,32,0,6075,86,0,22,1,2,25,2,154.025,0
0,0,35,0,0,0,0,0,1,2,18,2,0,1
0,0,35,0,0,0,0,0,1,2,18,2,0,0
19,0,30,2,15365,227,0,80,1,2,24,2,701.64,0
0,0,33,2,6255,105,246,33,2,2,25,2,1393.2,0
0,0,35,0,3008,71,0,28,1,2,21,2,138.555,0
0,0,34,0,955,33,13,20,1,2,16,2,91.52,0
0,0,35,0,2070,42,150,23,1,2,22,2,770.04,0
0,0,26,0,605,25,168,11,2,2,28,2,784.35,0
0,0,25,0,858,28,5,68,1,2,27,2,34.65,0
0,0,26,0,0,0,0,0,1,2,16,2,0,0
0,0,25,0,0,0,0,0,1,2,27,2,0,0
4,0,24,0,515,21,0,13,1,2,25,2,24.12,0
0,0,24,0,2515,50,0,23,1,2,23,2,102.6,0
0,0,17,0,985,15,3,14,1,2,29,2,58.5,0
10,0,16,0,5682,130,60,42,2,2,24,2,649.66,0
6,0,14,0,8222,160,48,40,1,2,27,2,329.55,0
2,0,15,2,2142,34,6,19,1,2,27,2,111.04,0
0,0,8,0,3680,29,190,10,1,2,17,2,908.36,0
0,0,8,0,777,8,0,7,1,2,18,2,31.4,1
8,0,38,0,4370,71,5,17,1,2,17,2,197.64,0
0,0,39,0,318,5,7,4,1,2,21,2,46.035,0
10,0,37,0,2453,60,359,24,1,2,17,2,1536.52,0
10,0,38,0,4198,66,1,35,1,2,26,2,240.02,0
3,0,38,0,2393,58,2,33,1,2,27,2,145.805,0
11,0,38,1,3775,82,32,28,1,2,25,2,282.28,0
4,0,38,0,2360,39,285,18,1,2,28,2,1235.96,0
13,0,37,2,9115,121,144,43,1,2,28,2,945.44,0
7,0,38,0,13773,169,0,44,1,2,28,2,557.68,0
7,0,38,1,4515,83,2,25,1,2,27,2,191.92,0
6,0,38,0,5918,95,7,12,1,2,16,2,268.52,0
9,1,38,0,2238,54,8,17,1,2,27,2,123.68,0
25,0,38,3,15140,225,54,32,1,2,28,2,830.6,0
4,0,38,1,3095,27,483,8,1,2,29,2,2056.88,0
9,0,37,0,15485,182,150,30,1,2,28,2,1380.015,0
3,0,37,1,6500,86,186,26,1,2,19,2,1007.44,0
0,0,37,0,875,14,0,11,1,2,25,2,40.005,0
2,0,38,0,710,14,13,8,1,2,21,2,80.96,0
0,0,37,0,0,69.49568828,0,0,1,2,29,2,0,1
3,0,37,0,7508,127,384,43,1,2,27,2,2071.575,0
7,0,37,1,11465,154,11,47,1,2,22,2,317.975,0
8,0,37,1,6718,75,108,37,1,2,16,2,791.685,0
23,0,33,0,955,47,16,17,1,2,26,2,117.09,1
21,1,36,8,10435,93,1,42,1,2,26,2,159.42,0
13,0,36,1,5818,98,26,24,1,2,24,2,383.22,1
1,0,34,0,2840,22,0,14,1,2,20,2,114.48,0
9,1,35,0,2990,41,9,16,1,2,25,2,157.24,1
9,0,36,0,2268,44,34,31,1,2,17,2,228.48,1
0,0,36,0,133,2,0,2,1,2,18,2,5.4,1
1,0,36,0,1668,25,0,6,1,2,20,2,67.72,0
3,0,33,1,6785,97,14,22,1,2,29,2,124.23,0
0,0,36,0,628,7,9,4,1,2,27,2,38.375,1
0,0,36,1,338,4,4,2,1,2,29,2,11.13,0
25,0,31,3,16075,238,0,80,1,2,17,2,734.085,0
6,0,34,3,6965,116,271,33,2,2,25,2,1538.145,0
2,0,36,0,3718,82,2,28,1,2,25,2,180,0
3,0,35,0,1665,44,38,20,1,2,28,2,220.36,0
6,0,36,0,2780,53,175,23,1,2,25,2,914.985,0
4,1,27,1,1315,36,193,11,2,2,24,2,929.295,1
4,0,26,0,1568,39,30,68,1,2,26,2,115.175,0
11,0,27,0,700,25,10,7,1,2,28,2,77.625,0
0,0,26,0,825,10,21,3,1,2,17,2,73.375,0
10,0,25,0,1225,32,19,13,1,2,16,2,142.065,0
2,0,25,0,3225,61,8,23,1,2,18,2,163.44,0
2,0,18,0,1695,26,28,14,1,2,21,2,203.445,0
16,0,17,1,6392,141,85,42,2,2,25,2,676.485,0
12,0,15,0,8932,171,73,40,1,2,19,2,410.075,0
8,0,16,3,2852,45,31,19,1,2,27,2,239.88,0
2,0,9,1,4390,40,215,10,1,2,18,2,1037.2,0
3,0,9,1,1487,19,0,7,1,2,18,2,60.24,1
8,0,38,0,4370,71,5,17,1,2,22,2,197.64,0
0,0,39,0,318,5,7,4,1,2,22,2,46.035,0
10,0,37,0,2453,60,359,24,1,2,16,2,1536.52,0
10,0,38,0,4198,66,1,35,1,2,27,2,240.02,0
3,0,38,0,2393,58,2,33,1,2,27,2,145.805,0
11,0,38,1,3775,82,32,28,1,2,29,2,282.28,0
4,0,38,0,2360,39,285,18,1,2,28,2,1235.96,0
13,0,37,2,9115,121,144,43,1,2,25,2,945.44,0
7,0,38,0,13773,169,0,44,1,2,28,2,557.68,0
7,0,38,1,4515,83,2,25,1,2,21,2,191.92,0
6,0,38,0,5918,95,7,12,1,2,26,2,268.52,0
9,1,38,0,2238,54,8,17,1,2,20,2,123.68,0
25,0,38,3,15140,225,54,32,1,2,21,2,830.6,0
4,0,38,1,3095,27,483,8,1,2,28,2,2056.88,0
9,0,37,0,15485,182,150,30,1,2,28,2,1380.015,0
3,0,37,1,6500,86,186,26,1,2,27,2,1007.44,0
0,0,37,0,875,14,0,11,1,2,21,2,40.005,0
2,0,38,0,710,14,13,8,1,2,17,2,80.96,0
0,0,37,0,0,0,0,0,1,2,20,2,0,1
3,0,37,0,7508,127,384,43,1,2,27,2,2071.575,0
7,0,37,1,11465,154,11,47,1,2,17,2,317.975,0
8,0,37,1,6718,75,108,37,1,2,20,2,791.685,0
23,1,33,0,955,47,16,17,1,2,23,2,117.09,1
21,0,36,8,10435,93,1,42,1,2,18,2,159.42,0
13,1,36,1,5818,98,26,24,1,2,21,2,383.22,1
1,0,34,0,2840,22,0,14,1,2,24,2,114.48,0
9,0,35,0,2990,41,9,16,1,2,25,2,157.24,1
9,0,36,0,2268,44,34,31,1,2,23,2,228.48,1
0,0,36,0,133,2,0,2,1,2,26,2,5.4,1
1,0,36,0,1668,25,0,6,1,2,18,2,67.72,0
3,0,33,1,6785,97,14,22,1,2,29,2,124.23,0
0,0,36,0,628,7,9,4,1,2,27,2,38.375,1
0,0,36,1,338,4,4,2,1,2,20,2,11.13,0
25,1,31,3,16075,238,0,80,1,2,22,2,734.085,0
6,0,34,3,6965,116,271,33,2,2,19,2,1538.145,0
2,0,36,0,3718,82,2,28,1,2,28,2,180,0
3,0,35,0,1665,44,38,20,1,2,24,2,220.36,0
6,0,36,0,2780,53,175,23,1,2,29,2,914.985,0
4,0,27,1,1315,36,193,11,2,2,23,2,929.295,0
4,0,26,0,1568,39,30,68,1,2,22,2,115.175,0
11,0,27,0,700,25,10,7,1,2,18,2,77.625,0
0,0,26,0,825,10,21,3,1,2,27,2,73.375,0
10,0,25,0,1225,32,19,13,1,2,26,2,142.065,0
2,0,25,0,3225,61,8,23,1,2,20,2,163.44,0
2,0,18,0,1695,26,28,14,1,2,18,2,203.445,0
16,0,17,1,6392,141,85,42,2,2,20,2,676.485,0
12,0,15,0,8932,171,73,40,1,2,16,2,410.075,0
8,0,16,3,2852,45,31,19,1,2,28,2,239.88,0
2,0,9,1,4390,40,215,10,1,2,19,2,1037.2,0
3,1,9,1,1487,19,0,7,1,2,23,2,60.24,1
3,0,36,0,4065,65,0,15,1,2,26,2,185.85,0
0,0,37,0,0,0,0,0,1,2,25,2,0,0
5,0,35,0,2148,54,352,22,1,2,26,2,1683.09,0
5,0,36,0,3893,60,0,33,1,2,24,2,217.415,0
0,0,36,0,2088,52,0,31,1,2,17,2,117.7,0
6,0,36,0,3470,76,25,26,1,2,16,2,272.07,0
0,0,36,0,2055,33,278,16,1,2,23,2,1195.52,0
8,0,35,1,8810,115,137,41,1,2,29,2,905,0
2,0,36,0,13468,163,0,42,1,2,17,2,545.24,0
2,0,36,0,4210,77,0,23,1,2,16,2,171.48,0
1,0,36,0,5613,89,0,10,1,2,22,2,256.59,0
4,0,36,0,1933,48,1,15,1,2,18,2,83.24,0
20,0,36,2,14835,219,47,30,1,2,29,2,790.16,0
0,0,36,0,2790,21,476,6,1,2,27,2,2016.44,0
4,0,35,0,15180,176,143,28,1,2,22,2,1334.52,0
0,0,35,0,6195,80,179,24,1,2,20,2,967,0
0,0,35,0,570,8,0,9,1,2,27,2,26.01,0
0,0,36,0,405,8,6,6,1,2,24,2,45.585,0
0,0,35,0,0,0,0,0,1,2,21,2,0,1
0,0,35,0,7203,121,377,41,1,2,29,2,2026.08,0
2,0,35,0,11160,148,4,45,1,2,26,2,468.32,0
3,0,35,0,6413,69,101,35,1,2,29,2,746.19,0
18,0,31,0,650,41,9,15,1,2,18,2,71.595,1
16,0,34,7,10130,87,0,40,1,2,22,2,255.425,0
8,1,34,0,5513,92,19,22,1,2,22,2,337.725,1
0,0,32,0,2535,16,0,12,1,2,19,2,102.04,0
4,0,33,0,2685,35,2,14,1,2,25,2,131.4,1
4,0,34,0,1963,38,27,29,1,2,26,2,188.04,1
0,1,34,0,0,0,0,0,1,2,25,2,0,1
0,0,34,0,1363,19,0,4,1,2,17,2,55.28,0
0,0,31,0,6480,91,7,20,1,2,18,2,181.775,0
0,0,34,0,323,1,2,2,1,2,24,2,13.1,1
0,0,34,0,0,0,0,0,1,2,28,2,0,0
20,0,29,2,15770,232,0,78,1,2,29,2,720.09,0
1,0,32,2,6660,110,264,31,2,2,16,2,1492.65,0
0,0,34,0,3413,76,0,26,1,2,16,2,157.005,0
0,0,33,0,1360,38,31,18,1,2,21,2,179.92,0
1,0,34,0,2475,47,168,21,1,2,21,2,869.49,0
0,1,25,0,1010,30,186,9,2,2,16,2,883.8,1
0,0,24,0,1263,33,23,66,1,2,19,2,89.9,0
6,0,25,0,395,19,3,5,1,2,21,2,32.13,0
0,0,24,0,520,4,14,1,1,2,29,2,48.1,0
5,0,23,0,920,26,12,11,1,2,19,2,96.57,0
0,0,23,0,2920,55,1,21,1,2,21,2,123,0
0,0,16,0,1390,20,21,12,1,2,20,2,157.95,0
11,0,15,0,6088,135,78,40,2,2,17,2,771.265,0
7,0,13,0,8628,165,66,38,1,2,17,2,384.825,0
3,0,14,2,2548,39,24,17,1,2,29,2,199.48,0
0,0,7,0,4085,34,208,8,1,2,23,2,996.76,0
0,1,7,0,1183,13,0,5,1,2,26,2,53.82,1
6,0,38,0,4125,68,3,17,1,2,24,2,202.185,0
0,0,39,0,73,2,5,4,1,2,25,2,25.875,0
8,0,37,0,2208,57,357,24,1,2,25,2,1708.425,0
8,0,38,0,3953,63,0,35,1,2,21,2,220.88,0
1,0,38,0,2148,55,0,33,1,2,22,2,121.165,0
9,0,38,1,3530,79,30,28,1,2,28,2,264.36,0
2,0,38,0,2115,36,283,18,1,2,25,2,1218.04,0
11,0,37,2,8870,118,142,43,1,2,29,2,927.52,0
5,0,38,0,13528,166,0,44,1,2,25,2,547.76,0
5,0,38,1,4270,80,0,25,1,2,29,2,174,0
4,0,38,0,5673,92,5,12,1,2,25,2,281.925,0
7,0,38,0,1993,51,6,17,1,2,25,2,105.76,0
23,0,38,3,14895,222,52,32,1,2,25,2,812.68,0
2,0,38,1,2850,24,481,8,1,2,16,2,2038.96,0
7,0,37,0,15240,179,148,30,1,2,28,2,1359.855,0
1,0,37,1,6255,83,184,26,1,2,27,2,989.52,0
0,0,37,0,630,11,0,11,1,2,21,2,28.845,0
0,0,38,0,465,11,11,8,1,2,20,2,70.92,0
0,0,37,0,0,69.49568828,0,0,1,2,21,2,0,1
1,0,37,0,7263,124,382,43,1,2,20,2,2051.415,0
5,0,37,1,11220,151,9,47,1,2,27,2,490.84,0
6,0,37,1,6473,72,106,37,1,2,24,2,771.525,0
21,1,33,0,710,44,14,17,1,2,24,2,96.93,1
19,0,36,8,10190,90,0,42,1,2,25,2,257,0
11,1,36,1,5573,95,24,24,1,2,17,2,363.06,1
0,0,34,0,2595,19,0,14,1,2,27,2,104.56,0
7,0,35,0,2745,38,7,16,1,2,17,2,139.32,1
7,1,36,0,2023,41,32,31,1,2,21,2,210.56,1
0,0,36,0,0,0,0,0,1,2,19,2,0,1
0,0,36,0,1423,22,0,6,1,2,21,2,57.8,0
1,0,33,1,6540,94,12,22,1,2,25,2,195.85,0
0,0,36,0,383,4,7,4,1,2,27,2,27.175,1
0,0,36,1,93,1,2,2,1,2,28,2,4.41,0
23,0,31,3,15830,235,0,80,1,2,23,2,722.925,0
4,0,34,3,6720,113,269,33,2,2,29,2,1517.985,0
0,0,36,0,3473,79,0,28,1,2,29,2,159.84,0
1,0,35,0,1420,41,36,20,1,2,18,2,202.44,0
4,0,36,0,2535,50,173,23,1,2,22,2,894.825,0
2,1,27,1,1070,33,191,11,2,2,29,2,909.135,0
2,0,26,0,1323,36,28,68,1,2,26,2,103.975,0
9,0,27,0,455,22,8,7,1,2,29,2,57.465,0
0,0,26,0,580,7,19,3,1,2,16,2,62.175,0
8,0,25,0,980,29,17,13,1,2,29,2,121.905,0
0,0,25,0,2980,58,6,23,1,2,28,2,145.52,0
0,0,18,0,1450,23,26,14,1,2,22,2,183.285,0
14,1,17,1,6148,138,83,42,2,2,28,2,802.23,0
10,0,15,0,8688,168,71,40,1,2,29,2,398.9,0
6,0,16,3,2608,42,29,19,1,2,21,2,222,0
0,0,9,1,4145,37,213,10,1,2,16,2,1019.28,0
1,1,9,1,1243,16,0,7,1,2,16,2,50.36,1
0,0,34,0,4005,62,0,13,1,2,27,2,183.015,0
0,0,35,0,0,0,0,0,1,2,28,2,0,0
2,0,33,0,2088,51,347,20,1,2,23,2,1657.755,0
2,0,34,0,3833,57,0,31,1,2,25,2,175.05,0
0,0,34,0,2028,49,0,29,1,2,27,2,114.235,0
3,0,34,0,3410,73,20,24,1,2,18,2,246.735,0
0,0,34,0,1995,30,273,14,1,2,24,2,1173,0
5,0,33,0,8750,112,132,39,1,2,16,2,882.48,0
0,0,34,0,13408,160,0,40,1,2,20,2,542.72,0
0,0,34,0,4150,74,0,21,1,2,22,2,168.96,0
0,0,34,0,5553,86,0,8,1,1,36,3,253.755,0
1,0,34,0,1873,45,0,13,1,2,42,3,76.72,0
17,0,34,1,14775,216,42,28,1,1,32,3,863.595,0
0,0,34,0,2730,18,471,4,1,1,44,3,1993.92,0
1,0,33,0,15120,173,138,26,1,1,44,3,1309.185,0
0,0,33,0,6135,77,174,22,1,1,37,3,944.48,0
0,0,33,0,510,5,0,7,1,2,41,3,23.175,0
0,0,34,0,345,5,1,4,1,2,34,3,20.25,0
0,0,33,0,0,0,0,0,1,2,32,3,0,1
0,0,33,0,7143,118,372,39,1,1,42,3,2000.745,0
0,0,33,0,11100,145,0,43,1,1,38,3,449.8,0
0,0,33,0,6353,66,96,33,1,1,40,3,720.855,0
15,0,29,0,590,38,4,13,1,2,32,3,46.26,1
13,0,32,6,10070,84,0,38,1,1,42,3,253.85,0
5,1,32,0,5453,89,14,20,1,1,34,3,312.39,1
0,0,30,0,2475,13,0,10,1,1,43,3,99.52,0
1,1,31,0,2625,32,0,12,1,2,31,3,119.565,1
1,0,32,0,1903,35,22,27,1,2,34,3,165.52,1
0,1,32,0,0,0,0,0,1,2,32,3,0,1
0,0,32,0,1303,16,0,2,1,1,44,3,52.76,0
0,0,29,0,6420,88,2,18,1,1,38,3,167.7,0
0,0,32,0,263,1,0,1,1,2,38,3,10.56,1
0,0,32,0,0,0,0,0,1,1,35,3,0,0
17,0,27,1,15710,229,0,76,1,1,38,3,717.255,0
0,0,30,1,6600,107,259,29,2,1,38,3,1467.315,0
0,0,32,0,3353,73,0,24,1,1,42,3,154.17,0
0,0,31,0,1300,35,26,16,1,2,35,3,157.4,0
0,0,32,0,2415,44,163,19,1,1,39,3,844.155,0
0,0,23,0,950,27,181,7,2,1,30,2,858.465,0
0,0,22,0,1203,30,18,64,1,1,37,3,75.825,0
3,0,23,0,335,16,0,3,1,2,42,3,15.795,0
0,0,22,0,0,0,9,0,1,2,38,3,22.5,0
2,0,21,0,860,23,7,9,1,1,41,3,71.235,0
0,0,21,0,2860,52,0,19,1,1,42,3,116.48,0
0,0,14,0,1330,17,16,10,1,1,33,3,132.615,0
8,0,13,0,6028,132,73,38,2,1,35,3,740.3,0
4,0,11,0,8568,162,61,36,1,1,44,3,370.75,0
0,0,12,1,2488,36,19,15,1,1,39,3,176.96,0
0,0,5,0,4025,31,203,6,1,1,35,3,974.24,0
0,1,5,0,1123,10,0,3,1,2,34,3,50.985,1
4,0,40,0,4145,67,8,19,1,1,41,3,225.54,0
0,0,41,0,93,1,10,6,1,2,37,3,49.23,0
6,0,39,0,2228,56,362,26,1,1,32,3,1731.78,0
6,0,40,0,3973,62,4,37,1,1,44,3,199.575,0
0,0,40,0,2168,54,5,35,1,1,37,3,149.71,0
7,0,40,1,3550,78,35,30,1,1,37,3,285.12,0
0,0,40,0,2135,35,288,20,1,1,44,3,1238.8,0
9,0,39,2,8890,117,147,45,1,1,40,3,948.28,0
3,0,40,0,13548,165,3,46,1,1,34,3,560.52,0
3,0,40,1,4290,79,5,27,1,1,42,3,194.76,0
2,0,40,0,5693,91,10,14,1,1,43,3,305.28,0
5,0,40,0,2013,50,11,19,1,2,40,3,126.52,0
21,0,40,3,14915,221,57,34,1,1,35,3,833.44,0
0,0,40,1,2870,23,486,10,1,1,34,3,2059.72,0
5,0,39,0,15260,178,153,32,1,1,41,3,1383.21,0
0,0,39,1,6275,82,189,28,1,1,41,3,1010.28,0
0,0,39,0,650,10,3,13,1,2,34,3,43.2,0
0,0,40,0,485,10,16,10,1,2,32,3,94.275,0
0,0,39,0,0,69.49568828,3,0,1,2,30,2,13.5,1
0,0,39,0,7283,123,387,45,1,1,39,3,2074.77,0
3,0,39,1,11240,150,14,49,1,1,42,3,511.6,0
4,0,39,1,6493,71,111,39,1,1,41,3,794.88,0
19,0,35,0,730,43,19,19,1,2,33,3,120.285,1
17,0,38,8,10210,89,4,44,2,1,43,3,267.475,0
9,0,38,1,5593,94,29,26,1,1,43,3,386.415,1
0,0,36,0,2615,18,3,16,1,1,43,3,117.32,0
5,1,37,0,2765,37,12,18,1,2,42,3,180.09,1
5,0,38,0,2043,40,37,33,1,2,30,2,231.32,1
0,0,38,0,0,0,3,0,1,2,37,3,12,1
0,0,38,0,1443,21,3,8,1,1,35,3,70.56,0
0,0,35,1,6560,93,17,24,1,1,39,3,208.825,0
0,0,38,0,403,3,12,6,1,2,32,3,40.15,1
0,0,38,1,0,0,7,0,1,1,42,3,10.5,0
21,0,33,3,15850,234,3,82,1,1,36,3,737.28,0
2,0,36,3,6740,112,274,35,2,1,40,3,1541.34,0
0,0,38,0,3493,78,5,30,1,1,42,3,183.195,0
0,0,37,0,1440,40,41,22,1,2,31,3,223.2,0
2,0,38,0,2555,49,178,25,1,1,37,3,918.18,0
0,0,29,1,1090,32,196,13,2,1,36,3,932.49,0
0,0,28,0,1343,35,33,70,1,1,34,3,116.95,0
7,0,29,0,475,21,13,9,1,2,40,3,80.82,0
0,0,28,0,600,6,24,5,1,2,37,3,75.15,0
6,0,27,0,1000,28,22,15,1,1,44,3,145.26,0
0,0,27,0,3000,57,11,25,1,1,35,3,166.28,0
0,0,20,0,1470,22,31,16,1,1,44,3,206.64,0
12,0,19,1,6168,137,88,44,2,1,32,3,830.775,0
8,0,17,0,8708,167,76,42,1,1,33,3,411.875,0
4,0,18,3,2628,41,34,21,1,1,30,2,242.76,0
0,0,11,1,4165,36,218,12,1,1,39,3,1040.04,0
0,1,11,1,1263,15,3,9,1,1,37,3,63.12,1
2,0,32,0,3985,63,0,11,1,1,43,3,182.16,0
0,0,33,0,0,0,0,0,1,2,44,3,0,0
4,0,31,0,2068,52,342,18,1,1,36,3,1634.4,0
4,0,32,0,3813,58,0,29,1,1,30,2,212.905,0
0,0,32,0,2008,50,0,27,1,1,34,3,113.19,0
5,0,32,0,3390,74,15,22,1,1,32,3,223.38,0
0,0,32,0,1975,31,268,12,1,1,41,3,1152.24,0
7,0,31,0,8730,113,127,37,1,1,35,3,861.72,0
1,0,32,0,13388,161,0,38,1,1,40,3,541.96,0
1,0,32,0,4130,75,0,19,1,1,35,3,168.2,0
0,0,32,0,5533,87,0,6,1,1,30,2,252.9,0
3,0,32,0,1853,46,0,11,1,2,40,3,75.96,0
19,0,32,1,14755,217,37,26,1,1,39,3,746.88,0
0,0,32,0,2710,19,466,2,1,1,41,3,1973.16,0
3,0,31,0,15100,174,133,24,1,1,33,3,1285.83,0
0,0,31,0,6115,78,169,20,1,1,37,3,923.72,0
0,0,31,0,490,6,0,5,1,2,32,3,22.32,0
0,0,32,0,325,6,0,2,1,2,35,3,14.895,0
0,0,31,0,0,0,0,0,1,2,43,3,0,1
0,0,31,0,7123,119,367,37,1,1,35,3,1977.39,0
1,0,31,0,11080,146,0,41,1,1,44,3,449.04,0
2,0,31,0,6333,67,91,31,1,1,40,3,697.5,0
17,0,27,0,570,39,0,11,1,2,35,3,27.405,1
15,0,30,6,10050,85,0,36,1,1,42,3,253.375,0
7,0,30,0,5433,90,9,18,1,1,32,3,289.035,1
0,0,28,0,2455,14,0,8,1,1,33,3,98.76,0
3,1,29,0,2605,33,0,10,1,2,36,3,118.71,1
3,0,30,0,1883,36,17,25,1,2,36,3,144.76,1
0,0,30,0,0,0,0,0,1,2,34,3,0,1
0,0,30,0,1283,17,0,5,1,1,39,3,52,0
0,0,27,0,6400,89,0,16,1,1,33,3,162.225,0
0,1,30,0,0,0,0,0,1,2,42,3,0,1
0,0,30,0,0,0,0,0,1,1,38,3,0,0
19,0,25,1,15690,230,0,74,1,1,37,3,716.4,0
0,0,28,1,6580,108,254,27,2,1,36,3,1443.96,0
0,0,30,0,3333,74,0,22,1,1,36,3,153.315,0
0,0,29,0,1280,36,21,14,1,2,33,3,136.64,0
0,0,30,0,2395,45,158,17,1,1,39,3,820.8,0
0,0,21,0,930,28,176,5,2,1,43,3,835.11,0
0,0,20,0,1183,31,13,62,1,1,35,3,62.85,0
5,0,21,0,315,17,0,1,1,2,31,3,14.94,0
0,0,20,0,0,0,4,0,1,2,34,3,10,0
4,0,19,0,840,24,2,7,1,1,41,3,47.88,0
0,0,19,0,2840,53,0,17,1,1,31,3,115.72,0
0,0,12,0,1310,18,11,8,1,1,40,3,109.26,0
10,0,11,0,6008,133,68,36,2,1,37,3,711.755,0
6,0,9,0,8548,163,56,34,1,1,39,3,357.775,0
2,0,10,1,2468,37,14,13,1,1,30,2,156.2,0
0,0,3,0,4005,32,198,4,1,1,43,3,953.48,0
0,0,3,0,1103,11,0,1,1,1,44,3,50.13,1
8,0,42,0,4325,75,13,21,1,1,33,3,228,0
0,0,43,0,273,9,15,8,1,2,36,3,80.19,0
10,0,41,0,2408,64,367,28,1,1,30,2,1566.88,0
10,0,42,0,4153,70,9,39,1,1,31,3,281.765,0
3,0,42,0,2348,62,10,37,1,1,44,3,187.55,0
11,0,42,1,3730,86,40,32,1,1,34,3,312.64,0
4,0,42,0,2315,43,293,22,1,1,42,3,1266.32,0
13,0,41,2,9070,125,152,47,1,1,34,3,975.8,0
7,0,42,0,13728,173,8,48,1,1,38,3,588.04,0
7,0,42,1,4470,87,10,29,1,1,37,3,222.28,0
6,0,42,0,5873,99,15,16,1,1,38,3,298.88,0
9,1,42,0,2193,58,16,21,1,2,36,3,154.04,0
25,0,42,3,15095,229,62,36,1,1,32,3,860.96,0
4,0,42,1,3050,31,491,12,1,1,40,3,2087.24,0
9,0,41,0,15440,186,158,34,1,1,36,3,1414.17,0
3,0,41,1,6455,90,194,30,1,1,31,3,1037.8,0
0,0,41,0,830,18,8,15,1,2,44,3,74.16,0
2,0,42,0,665,18,21,12,1,2,31,3,111.32,0
0,0,41,0,0,0,8,0,1,2,34,3,36,1
3,0,41,0,7463,131,392,47,1,1,32,3,2105.73,0
7,0,41,1,11420,158,19,51,1,1,38,3,336.95,0
8,0,41,1,6673,79,116,41,1,1,32,3,825.84,0
23,1,37,0,910,51,24,21,1,2,32,3,151.245,1
21,1,40,8,10390,97,9,46,2,1,42,3,170.805,0
13,0,40,1,5773,102,34,28,1,1,30,2,417.375,0
1,0,38,0,2795,26,8,18,1,1,33,3,144.84,0
9,1,39,0,2945,45,17,20,1,2,32,3,187.6,1
9,0,40,0,2223,48,42,35,1,2,38,3,258.84,1
0,0,40,0,88,6,8,6,1,2,41,3,35.76,1
1,0,40,0,1623,29,8,10,1,1,38,3,98.08,0
3,0,37,1,6740,101,22,26,1,1,42,3,135.615,0
0,1,40,0,583,11,17,8,1,2,35,3,57.35,1
0,0,40,1,293,8,12,6,1,1,33,3,22.515,0
25,0,35,3,16030,242,8,84,1,1,32,3,768.24,0
6,0,38,3,6920,120,279,37,2,1,35,3,1572.3,0
2,0,40,0,3673,86,10,32,1,1,32,3,214.155,0
3,0,39,0,1620,48,46,24,1,2,40,3,250.72,0
6,0,40,0,2735,57,183,27,1,1,40,3,949.14,0
4,0,31,1,1270,40,201,15,2,1,34,3,963.45,0
4,0,30,0,1523,43,38,72,1,1,42,3,134.15,0
11,0,31,0,655,29,18,11,1,2,33,3,111.78,0
0,0,30,0,780,14,29,7,1,2,44,3,92.35,0
10,0,29,0,1180,36,27,17,1,1,39,3,176.22,0
2,0,29,0,3180,65,16,27,1,1,40,3,193.8,0
2,0,22,0,1650,30,36,18,1,1,34,3,237.6,0
16,0,21,1,6348,145,93,46,2,1,39,3,710.685,0
12,0,19,0,8888,175,81,44,1,1,39,3,429.075,0
8,0,20,3,2808,49,39,23,1,1,36,3,270.28,0
2,0,13,1,4345,44,223,14,1,1,44,3,1067.56,0
3,0,13,1,1443,23,8,11,1,1,36,3,90.64,1
